time_s,target_x_m,target_y_m,target_z_m,sensor_x_m,sensor_y_m,sensor_z_m,distance_m,longitudinal_offset_m,lateral_offset_m,observation_depth_m,regime,length_froude_number,depth_froude_number,wave_attenuation,transition_weight,hydrostatic_pressure_pa,body_dynamic_pressure_pa,free_surface_correction_pressure_pa,wave_pressure_pa,seabed_correction_pressure_pa,dynamic_pressure_pa,total_gauge_pressure_pa
0,-240,0,-35,0,20,-80,245,240,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.257523809059927,0,0,0.199577284310147,0.457101093370073,804145.757101093
0.1,-239.2,0,-35,0,20,-80,244.216379467062,239.2,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.259902920266851,0,0,0.201096688123961,0.460999608390812,804145.760999608
0.2,-238.4,0,-35,0,20,-80,243.432865488619,238.4,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.262310685267641,0,0,0.202629757281838,0.464940442549479,804145.764940443
0.3,-237.6,0,-35,0,20,-80,242.649459096863,237.6,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.264747524082534,0,0,0.204176614006658,0.468924138089191,804145.768924138
0.4,-236.8,0,-35,0,20,-80,241.866161337216,236.8,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.267213863877434,0,0,0.205737381086058,0.472951244963492,804145.772951245
0.5,-236,0,-35,0,20,-80,241.082973268541,236,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.269710139099551,0,0,0.207312181849734,0.477022320949285,804145.777022321
0.6,-235.2,0,-35,0,20,-80,240.299895963357,235.2,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.272236791615799,0,0,0.208901140145426,0.481137931761224,804145.781137932
0.7,-234.4,0,-35,0,20,-80,239.516930508054,234.4,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.274794270853996,0,0,0.210504380313562,0.485298651167558,804145.785298651
0.8,-233.6,0,-35,0,20,-80,238.73407800312,233.6,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.27738303394695,0,0,0.212122027160486,0.489505061107436,804145.789505061
0.9,-232.8,0,-35,0,20,-80,237.951339563365,232.8,20,80,submarine_no_wave,0.285617396245807,0.255463965424847,0.00468676959879674,0,804145.3,0.280003545879461,0,0,0.213754205930218,0.49375775180968,804145.793757752
